duplicate_group,sha256,copy_count,members
D0169,36366eb146ce76a8bc3fb8f9719298419ff7ed3f2c41b12675e7e8eac1d63500,2,Z001353:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/11_SUMMON_REFERENCE/project.manifest.yaml || Z001992:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/11_SUMMON_REFERENCE/project.manifest.yaml
D0170,363c194303cd3e8df4ac63bf54099df58b044a94932d8b43d98f1d17e5e835d1,2,Z001244:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/01_METHOD_CORE/governance.md || Z002045:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/01_METHOD_CORE/governance.md
D0171,367f4cd52f3ae051830e50429bafe8d3e8fb036bfcc1bf0d1d680e024cc4c302,4,Z000054:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4.zip!/Towow_A2A_Independent_Research_v0.4/instrument/templates/mandate.json || Z000200:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/instrument/templates/mandate.json || Z000500:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/instrument/templates/mandate.json || Z000744:02_WORKSPACE_SNAPSHOT/Towow_A2A_R7_Field_Pack_v0.4.zip!/Towow_A2A_R7_Field_Pack_v0.4/instrument/templates/mandate.json
D0172,369d49f8cb7c1af8fa9740e5ebb786697f9aff1328ebb53520f47951671cfa91,2,Z001134:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/Towow_A2A_R5_2_Harness_Reality_Transfer_Return_Packet_v1.1.zip!/return-packet/experiments/r5-2-run-001-effect-reality/traces/poller-eventlog-readback-baseline.json || Z001577:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_R5_2_Harness_Reality_Transfer_Return_Packet_v1.1/return-packet/experiments/r5-2-run-001-effect-reality/traces/poller-eventlog-readback-baseline.json
D0173,37202b1979f65caa2b0e779102d945bb81ef4702822c4c9494dad697e28cdb2b,4,Z000050:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.4.zip!/Towow_A2A_Independent_Research_v0.4/instrument/templates/adjudication.json || Z000196:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/instrument/templates/adjudication.json || Z000496:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/instrument/templates/adjudication.json || Z000740:02_WORKSPACE_SNAPSHOT/Towow_A2A_R7_Field_Pack_v0.4.zip!/Towow_A2A_R7_Field_Pack_v0.4/instrument/templates/adjudication.json
D0174,3734491b404995be250894cf6ee26663a147373c12cfa8b210ba25f058c57e87,2,Z001323:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/07_ARTIFACTS/templates/ContextLoadRecord.md || Z001965:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/07_ARTIFACTS/templates/ContextLoadRecord.md
D0175,37b396f539402433b0e5f2ad8f537cb44265b220d5d41e885de1b6935cde1012,2,Z001168:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/Towow_A2A_R5_2_Harness_Reality_Transfer_Return_Packet_v1.1.zip!/return-packet/CURRENT_SYSTEM_PATCH.md || Z001543:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_R5_2_Harness_Reality_Transfer_Return_Packet_v1.1/return-packet/CURRENT_SYSTEM_PATCH.md
D0176,37dd36cfaedb1a7e65da0ec677854e6cefb5b41792f5134680303adc4399d6f6,4,Z001198:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/Towow_A2A_Flagship_Experiment_Chief_Research_Absorption.zip!/03_σè¿µÇüτáöτ⌐╢σ£░σ¢╛_τÄ░σ«₧Σ╕╗Σ╜ôΦ╜¼σÉæ.md || Z001468:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/current_synthesis/flagship_absorption/03_σè¿µÇüτáöτ⌐╢σ£░σ¢╛_τÄ░σ«₧Σ╕╗Σ╜ôΦ╜¼σÉæ.md || Z001652:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_Flagship_Experiment_Chief_Research_Absorption/03_σè¿µÇüτáöτ⌐╢σ£░σ¢╛_τÄ░σ«₧Σ╕╗Σ╜ôΦ╜¼σÉæ.md || Z002542:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/core_sources/µùùΦê░σ«₧Θ¬îΘªûσ╕¡σÉ╕µö╢/03_σè¿µÇüτáöτ⌐╢σ£░σ¢╛_τÄ░σ«₧Σ╕╗Σ╜ôΦ╜¼σÉæ.md
D0177,381d8137f42cbd946283eeb1bde81a597dbe0bc0952371fcd65467937965ad55,2,Z000841:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/return-packet.zip!/return-packet/code_changes/source/build_return_packet.py || Z002222:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/return-packet/return-packet/code_changes/source/build_return_packet.py
D0178,385e0c258a52af64e5370b42b929ce29a239f0c2efea7e1707306d45a9c4c43e,2,Z000974:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/return-packet.zip!/return-packet/experiments/r5-run-004-sovereign-workspace/attempt3-canonical-path/outputs/tampered_public/verdict.sig || Z002327:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/return-packet/return-packet/experiments/r5-run-004-sovereign-workspace/attempt3-canonical-path/outputs/tampered_public/verdict.sig
D0179,386af94250e19df51fd8be26808be3a5fd97d0dc6bf03f911d0d42ff7f6d4862,2,Z000336:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/theory/05_公开现实证据后的理论修订_v0.5.md || Z000654:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/theory/05_公开现实证据后的理论修订_v0.5.md
D0180,387fd3a26df1e032a6246c36116bf7a9dc309251424f9bdc066ff9cf413fedb7,2,Z001178:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/Towow_A2A_R5_2_Harness_Reality_Transfer_Return_Packet_v1.1.zip!/return-packet/manifests/RELOCATION_TEST.json || Z001555:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_R5_2_Harness_Reality_Transfer_Return_Packet_v1.1/return-packet/manifests/RELOCATION_TEST.json
D0181,38b7d60daafb2874dd0ad72c46437cac6ce21cd8f475b3a08c255f7118b48099,2,P0206:02_WORKSPACE_SNAPSHOT/Towow_v1.2_Decision_Program/Q4_Router_Blind_Eval/PROTOCOL.md || Z002636:02_WORKSPACE_SNAPSHOT/Towow_v1.2_Decision_Program.zip!/Towow_v1.2_Decision_Program/Q4_Router_Blind_Eval/PROTOCOL.md
D0182,3930285fb54098f966678091586f3e619e353fc665e47c80393ec132718ad0f1,2,Z000250:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/public_evidence/archival_contrast/shadow_reconstructions/generated/SHADOW-DELOITTE/outputs/shadow_readiness.json || Z000554:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/public_evidence/archival_contrast/shadow_reconstructions/generated/SHADOW-DELOITTE/outputs/shadow_readiness.json
D0183,3998ebbda8b8277fa90a961f22f70c7198695d63ace4c9448712fb09c5837a8b,3,Z001433:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/13_ARCHIVE/v0.2/expanded/PRSE-AI-Native-SpecKit_v0.2/06_projects/summon/loops/core_loops.yaml || Z001920:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/13_ARCHIVE/v0.2/PRSE-AIσÄƒτöƒΦºäµá╝Φ┐ÉΦíîσîà_v0.2_σÉ½σÅ¼Θ¢åσÅ░σÅéΦÇâσ«₧τÄ░.zip!/PRSE-AI-Native-SpecKit_v0.2/06_projects/summon/loops/core_loops.yaml || Z001936:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/13_ARCHIVE/v0.2/expanded/PRSE-AI-Native-SpecKit_v0.2/06_projects/summon/loops/core_loops.yaml
D0184,3abe79c65ef5da107d29792cacc5e4e7b4be4f7f4aac659c1b2e18e12ef58cea,3,Z001429:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/13_ARCHIVE/v0.2/expanded/PRSE-AI-Native-SpecKit_v0.2/05_conformance/blind_consumer_test.md || Z001916:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/13_ARCHIVE/v0.2/PRSE-AIσÄƒτöƒΦºäµá╝Φ┐ÉΦíîσîà_v0.2_σÉ½σÅ¼Θ¢åσÅ░σÅéΦÇâσ«₧τÄ░.zip!/PRSE-AI-Native-SpecKit_v0.2/05_conformance/blind_consumer_test.md || Z001946:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/13_ARCHIVE/v0.2/expanded/PRSE-AI-Native-SpecKit_v0.2/05_conformance/blind_consumer_test.md
D0185,3ad3031f5503a4404af825262ee8232cc04d4ea6683d42c5dd0a2f2a27ac9824,2,Z002751:02_WORKSPACE_SNAPSHOT/doi-10.5064-f6qhvgui.zip!/GIS/Milman_GIS_GSACharacteristics_202006.CPG || Z002759:02_WORKSPACE_SNAPSHOT/doi-10.5064-f6qhvgui.zip!/GIS/Milman_GIS_BasinCharacteristics_202006.CPG
D0186,3c1b740b08dbb29b323d46138e64615265da5f2a39b8afc60d56761a54e1b3bc,2,Z001242:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/01_METHOD_CORE/constitution.md || Z002036:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/01_METHOD_CORE/constitution.md
D0187,3c1ee6d801d7ce70ae10c55a7f69444e1cfc0700fc2ddea9a65e0855f89505b4,2,Z001167:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/Towow_A2A_R5_2_Harness_Reality_Transfer_Return_Packet_v1.1.zip!/return-packet/schemas/return_packet_manifest.schema.json || Z001605:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_R5_2_Harness_Reality_Transfer_Return_Packet_v1.1/return-packet/schemas/return_packet_manifest.schema.json
D0188,3c61b6fe5bdb248c7ff9b479dfb2ad26cc673f36b5e56e3eeeb053a62e3345fd,2,Z001038:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/ΘÇÜτê╗_A2A_τ¼¼Σ║îΦ╜«τáöτ⌐╢_σ«îµò┤τáöτ⌐╢σîà(1).zip!/towow_round2_release/papers/Φ«║µûçII_Φ╛╣τòîΘóäΦ¿Çµ£║τöƒµêÉσ╝ÅσìÅΦ░âσ╝òµôÄ.pdf || Z001633:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/ΘÇÜτê╗_A2A_τ¼¼Σ║îΦ╜«τáöτ⌐╢_σ«îµò┤τáöτ⌐╢σîà(1)/towow_round2_release/papers/Φ«║µûçII_Φ╛╣τòîΘóäΦ¿Çµ£║τöƒµêÉσ╝ÅσìÅΦ░âσ╝òµôÄ.pdf
D0189,3cc4ccda281ed82012af7949f34ebea958b4c3e32a315b7ec328be39258aacd1,2,Z001141:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/Towow_A2A_R5_2_Harness_Reality_Transfer_Return_Packet_v1.1.zip!/return-packet/experiments/r5-2-run-001-effect-reality/hypothesis.md || Z001582:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_R5_2_Harness_Reality_Transfer_Return_Packet_v1.1/return-packet/experiments/r5-2-run-001-effect-reality/hypothesis.md
D0190,3ce514376703c991a6aba1803b2ba4549f595fc6ab8d13c930ebd5a3f0f6b1f5,2,Z001453:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/14_PROJECT_TEMPLATE/run.manifest.example.yaml || Z001800:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/14_PROJECT_TEMPLATE/run.manifest.example.yaml
D0191,3cf61d49ab29f8af2907829207f67d05048e7f91f068c6fb9b992e05707940aa,2,Z000845:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/return-packet.zip!/return-packet/code_changes/source/sovereign_workspace_lab.py || Z002220:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/return-packet/return-packet/code_changes/source/sovereign_workspace_lab.py
D0192,3d7406d949b037cf054306d4d9e15c415d6a7489f616baaba97989aca598f54a,3,Z000157:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/instrument/archival_coder/summarize_cases.py || Z000442:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/instrument/archival_coder/summarize_cases.py || Z000706:02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip!/Towow_A2A_Public_Evidence_Pack_v0.6/instrument/archival_coder/summarize_cases.py
D0193,3ec2082279267e3d2fc81d36ff369c86d1849ad73a7b5a0f87594d36ea4510af,3,Z001226:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/Towow_A2A_R5_Constructive_Flagship_Local_Research_Packet_v1.5.zip!/towow_a2a_r5_constructive_packet_v1.5/templates/DESIGN_DELTA.md || Z001672:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/R5C-RETURN-001/R5C-RETURN-001/INPUTS/templates/DESIGN_DELTA.md || Z002494:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Towow_A2A_R5_Constructive_Flagship_Local_Research_Packet_v1.5/towow_a2a_r5_constructive_packet_v1.5/templates/DESIGN_DELTA.md
D0194,3ef50c136e7c49ea9b96651dd2fb205a36ae201a69b6e054dbf7f405cb0e90bd,2,Z000802:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/Flowness-Harness-Cognitive-Engineering-v0.1(1).zip!/Flowness-Harness-Cognitive-Engineering-v0.1/09-AgentΦíîΣ╕║τ«ùµ│òσîûΣ╕ÄTraceµ▓╗τÉå.md || Z002437:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Flowness-Harness-Cognitive-Engineering-v0.1(1)/Flowness-Harness-Cognitive-Engineering-v0.1/09-AgentΦíîΣ╕║τ«ùµ│òσîûΣ╕ÄTraceµ▓╗τÉå.md
D0195,3f85ee0d0543e87e8788e039cfbdcca48124e5e98330246a797004712960d55f,2,Z001450:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/14_PROJECT_TEMPLATE/loops/core_loops.yaml || Z001796:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/14_PROJECT_TEMPLATE/loops/core_loops.yaml
D0196,4033e9dacbefcfce4a0b8ae041b5201d4fdc00cb6da078419602713397493d3d,2,Z000131:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/evidence/experiment_ledger.json || Z000382:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/evidence/experiment_ledger.json
D0197,40389ed2f28cdde491c01a21fae18d5d95124eda86d8d4d81e3f2971e5633ad5,2,Z000794:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/Flowness-Harness-Cognitive-Engineering-v0.1(1).zip!/Flowness-Harness-Cognitive-Engineering-v0.1/05-σ╖Ñτ¿ïσà▒Φ»åΣ╕ÄΣ╕èΣ╕ïµûçτ╝ûΦ»æΦºäΦîâ.md || Z002422:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/Flowness-Harness-Cognitive-Engineering-v0.1(1)/Flowness-Harness-Cognitive-Engineering-v0.1/05-σ╖Ñτ¿ïσà▒Φ»åΣ╕ÄΣ╕èΣ╕ïµûçτ╝ûΦ»æΦºäΦîâ.md
D0198,405dffa5e4b93813c61c812886646f3dea060c1ec44381e7709d8bc08aeac124,4,P0142:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6/roadmap/03_v0.6之后的研究程序.md || Z000323:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/roadmap/03_v0.6之后的研究程序.md || Z000639:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/roadmap/03_v0.6之后的研究程序.md || Z000667:02_WORKSPACE_SNAPSHOT/Towow_A2A_Public_Evidence_Pack_v0.6.zip!/Towow_A2A_Public_Evidence_Pack_v0.6/roadmap/03_v0.6之后的研究程序.md
D0199,4127de909cd6501bd2fe126e4ed6c23bf6c16952a36f3c5bc4de2f15d49479bd,2,Z000267:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.6.zip!/Towow_A2A_Independent_Research_v0.6/public_evidence/archival_contrast/source_manifest.json || Z000571:02_WORKSPACE_SNAPSHOT/Towow_A2A_Independent_Research_v0.7.zip!/Towow_A2A_Independent_Research_v0.7/public_evidence/archival_contrast/source_manifest.json
D0200,41c420fa52415be0a06a70aa612981aa2b628fbbda497f25f9966fd381c2d27d,2,Z001268:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/original_archives/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1).zip!/PRSE-OS_完整开发包_v0.3-dev/04_SKILLS/README.md || Z002026:02_WORKSPACE_SNAPSHOT/Towow_A2A_Research_Handoff_Full_Archive_v1.0(1).zip!/Towow_A2A_Research_Handoff_v1.0/full_archive/extracted_sources/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev_σÅ»Σ║ñµÄÑµ£¼σ£░σ¢óΘÿƒ(1)/PRSE-OS_σ«îµò┤σ╝ÇσÅæσîà_v0.3-dev/04_SKILLS/README.md
